wave;original_name;routing;label_english
2;forw_look_1;if (((forw_look_1_nocheck < 0 || forw_look_1_nocheck > 100) || (forw_look_2_nochec k < 0 || forw_look_2_nocheck > 100) || (forw_look_3_nocheck < 0 || forw_look_3_nocheck > 100)) || (totaal != 100));
2;forw_look_2;if (((forw_look_1_nocheck < 0 || forw_look_1_nocheck > 100) || (forw_look_2_nochec k < 0 || forw_look_2_nocheck > 100) || (forw_look_3_nocheck < 0 || forw_look_3_nocheck > 100)) || (totaal != 100));
2;forw_look_3;if (((forw_look_1_nocheck < 0 || forw_look_1_nocheck > 100) || (forw_look_2_nochec k < 0 || forw_look_2_nocheck > 100) || (forw_look_3_nocheck < 0 || forw_look_3_nocheck > 100)) || (totaal != 100));
2;forw_look_totaal;;
2;ForwardLooking2;;
2;AntReact1;;
2;AntReact2;;
2;account;;
3;q1a;;
3;q1b;;
3;q1c;;
3;q1e;;
3;q33a;;Has the federal government taken enough action to safeguard medical coverage to fight the current epidemic?
3;q33b;;Has the federal government taken enough action in restricting the public life to fight the current epidemic?
3;q33c;;Has the federal government taken enough action to mitigate the economic repercussions to fight the current epidemic?
3;q33d;;Has the federal government taken enough action communicating with the general public to fight the current epidemic?
3;q14b_q14werk;if (EmploymentStatus = 1 || EmploymentStatus = 2) ;On average, how many hours per week did you work at your workplace in the past seven days?
3;q14b_q14thuis;if (EmploymentStatus = 1 || EmploymentStatus = 2) ;On average, how many hours per week did you work at home  in the past seven days?
3;q28;;What is the probability that the Coronavirus crisis will lead to a situation where you have no income or where your income is lower than what you need to cover basic needs and outstanding payment obligations?
3;q29__1;;If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? Use savings
3;q29__2;;If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? Have to take out a loan / increase the mortgage
3;q29__3;;If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? Must rely on family
3;q29__4;;If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? Must apply for unemployment / disability benefits
3;q29__5;;If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? Must retire (early)
3;q29__6;;If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? Must rely on social assistance
3;q29__999;;If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? Must rely on social assistance
3;q29and;;If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? Other, namely:
3;q30a_wk_pre;if ((brandom = 1) && (leeftijd >= 65)) ;The past seven days I was very nervous
3;q30b_wk_pre;if ((brandom = 1) && (leeftijd >= 65)) ;The past seven days I was so down that nothing could cheer me up
3;q30c_wk_pre;if ((brandom = 1) && (leeftijd >= 65)) ;The past seven days I felt calm and peaceful
3;q30d_wk_pre;if ((brandom = 1) && (leeftijd >= 65)) ;The past seven days I felt dejected and gloomy
3;q30e_wk_pre;if ((brandom = 1) && (leeftijd >= 65)) ;The past seven daysI felt happy
3;q31a;;That I get very bored
3;q31b;;That I become infected with the coronavirus and become very ill or die
3;q31c;;That I get infected with the coronavirus and infect others
3;q31d;;That loved ones become infected with the coronavirus and become very ill or die
3;q31e1;;That I will lose my job
3;q31e2;;That my company gets in financial difficulties.
3;q31e3;;That I won't be able to find a new job.
3;q31f;;That I am unable to buy enough food
3;q31g;;That I will not get good health care
3;q31x;;That my favorite restaurant / cafe is going bankrupt
3;nomem_encr;;personal identifier
3;q26a;if (EmploymentStatus = 1);I will keep my job because my employer / company is not financially affected by the corona virus or is financially healthy enough to continue to pay wages
3;q26b;if (EmploymentStatus = 1);I will keep my job because the government provides help to my employer / company (eg by paying wages)
3;q26e;if (EmploymentStatus = 1);Something else is happening
3;q26c;if (EmploymentStatus = 1);I have a new job with another employer
3;q26d;if (EmploymentStatus = 1);I am unemployed / no longer part of the labour force / retired / I have a disability pension
3;maandnr;;year and month of the fieldwork period
3;eva2t1;;Was it difficult to answer the questions?
3;eva2t2;;Were the questions sufficiently clear?
3;eva2t3;;Did the questionnaire get you thinking about things?
3;eva2t4;;Was it an interesting subject?
3;eva2t5;;Did you enjoy answering the questions?
3;evaopm;;comments on the questionnaire
3;DatumB;;date of questionnaire start
3;TijdB;;time of questionnaire start
3;DatumE;;date of questionnaire end
3;TijdE;;time of questionnaire end
3;duur;;time it took to fill the questionnaire in seconds
3;nohouse_encr;;encrypted household number
3;geslacht;;gender
3;positie;;household position
3;gebjaar;;birth year
3;leeftijd;;age
3;lftdcat;;age in CBS categories
3;lftdhhh;;age of the household head
3;aantalhh;;number of members in the household
3;aantalki;;number of all children living in the household
3;partner;;do you live with a married or unmarried partner
3;burgstat;;marital status
3;woonvorm;;some form of housing type, translation ambiguous
3;woning;;some form of housing type, translation ambiguous
3;sted;;urban residence
3;belbezig;;main activity
3;brutoink;;personal gross monthly income in euros
3;brutoink_f;;Imputed personal gross income
3;nettoink;;Personal net monthly income in euros
3;netinc;;Personal net income original value
3;nettoink_f;;Imputed personal net income
3;brutocat;;Personal gross monthly income in categories
3;nettocat;;Personal net monthly income in categories
3;brutohh_f;;imputed gross household income
3;nettohh_f;;imputed net household income
3;oplzon;;highest education regardless of diploma
3;oplmet;;highest education with diploma
3;oplcat;;education in CBS categories
3;InfectionDiagnosed;;Has a doctor or another healthcare professional diagnosed you with the coronavirus (COVID-19)?
3;SelfPerceivedInfection;if (InfectionDiagnosed != 1);Do you think you�ve been infected with the coronavirus (COVID-19)?
3;q30a_mnd;if ((brandom = 2) && (leeftijd >= 65));For the past month I felt very anxious
3;q30b_mdn;if ((brandom = 2) && (leeftijd >= 65));For the past month  I felt so down that nothing could cheer me up
3;q30c_mnd;if ((brandom = 2) && (leeftijd >= 65));For the past month I felt calm and peaceful
3;q30d_mnd;if ((brandom = 2) && (leeftijd >= 65));For the past month I felt depressed and gloomy
3;q30e_mnd;if ((brandom = 2) && (leeftijd >= 65));For the past month I felt happy
3;SAH;;Is your health better or worse than last November?
3;duration1;;When do you think the restrictions that are now in place will no longer apply, and all schools are open again in a normal way
3;duration2;;When do you think the restrictions that are now in place will no longer apply, and cafes and restaurants are open again
3;duration3;;When do you think the restrictions that are now in place will no longer apply, and we can go on holiday again in almost all of Europe
3;duration4;;When do you think the restrictions that are now in place will no longer apply, and all economic activities take place as before
3;EmploymentStatus;;Which of the following options best describes your situation? If multiple options apply, choose the main activity or job.
3;vacsick1;if (EmploymentStatus = 1 || EmploymentStatus = 2) ;In the past seven days, how many days have you taken a day offf for leisure
3;vacsick2;if (EmploymentStatus = 1 || EmploymentStatus = 2) ;In the past seven days, how many days have you to take care of the children
3;vacsick3;if (EmploymentStatus = 1 || EmploymentStatus = 2) ;In the past seven days, how many days have you taken a day off for another reason
3;vacsick4;if (EmploymentStatus = 1 || EmploymentStatus = 2) ;In the past seven days, how many days have you reported sick
3;vacsick5;if (EmploymentStatus = 1 || EmploymentStatus = 2) ;In the past seven days, how many days have you not worked because of an official day off
3;work_perc;if (EmploymentStatus = 1 || EmploymentStatus = 2 || p_q13 = 1 || p_q13 = 2) ;What percentage of your normal work prior to the coronavirus outbreak can you do while working from home?
3;q16a;if (EmploymentStatus = 1);To the best of your knowledge, has your employer submitted an application for an allowance for labour costs (the temporary Emergency Measure Bridging Employment, abbreviated to NOW)? The scheme is intended for employers who suffer a loss of turnover of at least 20% as a result of the coronavirus. They can apply to the UWV for an allowance for labour costs.
3;q16b;if (EmploymentStatus = 1);To the best of your knowledge, has your employer submitted an application for the Covid-19 Entrepreneurs Affected Sectors Tegemoetkoming (TOGS)? The TOGS is an emergency measure to support entrepreneurs who are directly affected by the coronavirus. They can receive a one-off sum of 4000 euros to pay their fixed costs (e.g. rent of a business premises).
3;q16c;if (EmploymentStatus = 1);To the best of your knowledge, has your employer applied for a special tax deferral? If an entrepreneur has payment problems as a result of the corona virus, the company can apply to the tax authorities for a special deferment of payment for all income tax, corporation tax, turnover tax (VAT) and wage tax assessments.
3;q17a;if (EmploymentStatus = 2) ;Have you submitted an application for an allowance for labour costs (the temporary Emergency Measure Bridging Employment, abbreviated to NOW)? The scheme is intended for employers who suffer a loss of turnover of at least 20% as a result of the coronavirus. They can apply to the UWV for an allowance for labour costs.
3;q17b;if (EmploymentStatus = 2) ;Have you submitted an application for the Covid-19 Entrepreneurs Affected Sectors (TOGS)? TOGS is an emergency measure to support entrepreneurs who are directly affected by the coronavirus. They can receive a one-off sum of 4000 euros to pay their fixed costs (e.g. rent of a business premises).
3;q17c;if (EmploymentStatus = 2) ;Have you applied for special tax deferrals? If an entrepreneur has payment problems as a result of the corona virus, the company can apply to the tax authorities for a special deferral of payment for all income tax, corporation tax, turnover tax (VAT) and wage tax assessments.
3;q17d;if (EmploymentStatus = 2) ;Have you submitted an application for income support for the self-employed (the Temporary bridging scheme for the self-employed, abbreviated to Tozo)? The scheme provides for a supplementary livelihood allowance if the income falls below the social minimum due to the corona crisis. And a loan for working capital to absorb liquidity problems as a result of the corona crisis.
3;q17e;if (EmploymentStatus = 2) ;Did you use the unblocking of the g-account? A g-account is a blocked bank account and is intended for companies that lend out personnel. Money can only be transferred from this account to a special giro account number of the Tax and Customs Administration and to other g-accounts.
3;q17f_1;if (EmploymentStatus = 2) ;Have you used an amendment provisional assessment?
3;q17f_2;if (EmploymentStatus = 2) ;Have you used the extension of the guarantee for SMEs?
3;q17f_3;if (EmploymentStatus = 2) ;Have you used the Enterprise Guarantee Facility (GO)?
3;q17f_4;if (EmploymentStatus = 2) ;Have you used the Qredits?
3;q17f_5;if (EmploymentStatus = 2) ;Have you used the bridging loan fund for non-bank businesses?
3;change_empl;if (EmploymentStatus = 1 && p_q13 = 1) ;If you compare your situation to that before the coronavirus crisis, what situation applies to you now?
3;change_selfempl;if (EmploymentStatus = 2 && p_q13 = 2) ;If you compare your situation to that before the coronavirus crisis, what situation applies to you now?
3;q2;;Has your employment situation changed with the coronavirus outbreak?
3;q4_maand;if (EmploymentStatus = 3 || EmploymentStatus = 5) ;In which month did your last job end?
3;q4_jaar;if (EmploymentStatus = 3 || EmploymentStatus = 5) ;In which year did your last job end?
3;distance;if (EmploymentStatus = 1 || EmploymentStatus = 2);Can the work you do at your workplace be combined with the measure of keeping a distance of one and a half metres from other people?
3;exp_pens_mrt;if ((EmploymentStatus = 1 || EmploymentStatus = 2 || EmploymentStatus = 3) &&  leeftijd >= 55) ;What was / is your expected retirement age early march (before the coronavirus affected your work)
3;exp_pens_now;if ((EmploymentStatus = 1 || EmploymentStatus = 2 || EmploymentStatus = 3) &&  leeftijd >= 55) ;What was / is your expected retirement age now?
3;pens_eerder;;Why do you expect to retire early now?
3;pens_later;;Why do you expect to retire later now? Give you the main reason
3;q26a_1;;I keep my job because my employer / company is not financially affected by the coronavirus or is financially healthy enough to continue to pay wages
3;q26b_1;;I keep my job because the government offers help to my employer / company (e.g. through an allowance for labour costs).
3;q26c_1;;I have a new job with another employer
3;q26d_1;;I am unemployed / do not belong to the labour force anymore / retired / I have a disability pension
3;q26e_1;;Something else happens
3;q27a;if (EmploymentStatus = 2) ;My business continues as before or even better than before the coronavirus crisis.
3;q27b;if (EmploymentStatus = 2) ;My company will have less work than before the coronavirus crisis, but will not need government support.
3;q27c;if (EmploymentStatus = 2) ;My company will have less work than before the coronavirus crisis and will survive only through government support (e.g. through the relaxation of tax deferrals or additional income support for livelihoods).
3;q27d;if (EmploymentStatus = 2) ;My company will have less work than before the coronavirus crisis and will have to close down
3;q27e;if (EmploymentStatus = 2) ;Something else happens
3;q27a_1;if (EmploymentStatus = 2) ;My business continues as before or even better than before the coronavirus crisis
3;q27b_1;if (EmploymentStatus = 2) ;My company will have less work than before the coronavirus crisis, but will not need government support
3;q27c_1;if (EmploymentStatus = 2) ;My company will have less work than before the coronavirus crisis and will survive only through government support (e.g. by relaxing tax deferrals or additional income support for livelihoods).
3;q27d_1;if (EmploymentStatus = 2) ;My company will have less work than before the coronavirus crisis and will have to close down
3;q27e_1;if (EmploymentStatus = 2) ;Something else happens
3;q27a_ex;if (EmploymentStatus = 3) ;I�ve found a new job
3;q27b_ex;if (EmploymentStatus = 3) ;I am in full-time education or continuing education
3;q27c_ex;if (EmploymentStatus = 3) ;I�m not working then, but I�m looking for a new job
3;q27d_ex;if (EmploymentStatus = 3) ;I�m not working then and I�m not looking for a new job
3;q27e_ex;if (EmploymentStatus = 3) ;Something else happens
3;pens_gekort;if (EmploymentStatus = 4);How high do you estimate the chance that pensions will be cut next year? A pension fund must have enough assets to be able to pay the benefits of its members now and in the future. If the financial situation of your pension fund is bad, it is possible that your pension will be reduced.
3;korting;   if (pens_gekort > 1) ;How big do you think this discount will be for you, net in euros per month?
3;es4_st1;;I give more money to my children and/or grandchildren
3;es4_st2;;I save more
3;es4_st3;;I spend more time on informal care
3;es4_st4;;I spend less time on informal care
3;es4_st5;;I have postponed a visit to the family doctor
3;es4_st6;;I postponed an appointment at the hospital
3;es4_st7;;I�ve postponed picking up medication
3;es4_st8;;I have used less physiotherapy
3;es4_st9;;I move less
3;es4_st10;;I eat healthier
3;es4_st11;;I�m lonelier
3;es4_doelen__1;;I haven�t been outside at all
3;es4_doelen__2;;I�ve only been outside in my own outdoor space (garden, balcony, etc.)
3;es4_doelen__3;;for doing necessary shopping
3;es4_doelen__4;;for making other purchases
3;es4_doelen__5;;for taking a detour
3;es4_doelen__6;;for social contacts (e.g. visits to friends, acquaintances, family)
3;es4_doelen__7;;for the provision of informal care
3;es4_doelen__8;;for volunteering
3;es4_doelen__9;;because urgent medical care was needed
3;es4_doelen__10;;otherwise, namely�
3;es4_doelen_str;;otherwise, namely�
3;v0__1;;Do you have (partially) home-housed children who are in primary or secondary school?
3;v0__2;;Do you have (partially) home-housed children who are in primary or secondary school?
3;v0__3;;Do you have (partially) home-housed children who are in primary or secondary school?
3;v0a;if (positie = 1 || positie = 2 || positie = 3) && if (p_v0__1 is empty) ;How many of your children are in primary school?
3;v0b;if (positie = 1 || positie = 2 || positie = 3) && if (p_v0__1 is empty) ;How many of your kids are in secondary school?
3;v1_bo_kind1_bogeslacht;;First Child Primary: Gender
3;v1_bo_kind1_bogebjaar;;First Child Primary: Birthyear
3;v1_bo_kind2_bogeslacht;;Second Child Primary: Gender
3;v1_bo_kind2_bogebjaar;;Second Child Primary: Birthyear
3;v1_bo_kind3_bogeslacht;;Third Child Primary: Gender
3;v1_bo_kind3_bogebjaar;;Third Child Primary: Birthyear
3;v1_bo_kind4_bogeslacht;;Fourth Child Primary: Gender
3;v1_bo_kind4_bogebjaar;;Fourth Child Primary: Birthyear
3;v1_bo_kind5_bogeslacht;;Fifth Child Primary: Gender
3;v1_bo_kind5_bogebjaar;;Fifth Child Primary: Birthyear
3;v1_vo_kind1_vogeslacht;;First Child Secondary: Gender
3;v1_vo_kind1_vogebjaar;;First Child Secondary: Birthyear
3;v1_vo_kind1_voniveau;;First Child Secondary: Level
3;v1_vo_kind1_voklas;;First Child Secondary: Class
3;v1_vo_kind2_vogeslacht;;Second Child Secondary: Gender
3;v1_vo_kind2_vogebjaar;;Second Child Secondary: Birthyear
3;v1_vo_kind2_voniveau;;Second Child Secondary: Level
3;v1_vo_kind2_voklas;;Second Child Secondary: Class
3;v1_vo_kind3_vogeslacht;;Third Child Secondary: Gender
3;v1_vo_kind3_vogebjaar;;Third Child Secondary: Birthyear
3;v1_vo_kind3_voniveau;;Third Child Secondary: Level
3;v1_vo_kind3_voklas;;Third Child Secondary: Class
3;v1_vo_kind4_vogeslacht;;Fourth Child Secondary: Gender
3;v1_vo_kind4_vogebjaar;;Fourth Child Secondary: Birthyear
3;v1_vo_kind4_voniveau;;Fourth Child Secondary: Level
3;v1_vo_kind4_voklas;;Fourth Child Secondary: Class
3;v1_vo_kind5_vogeslacht;;Fifth Child Secondary: Gender
3;v1_vo_kind5_vogebjaar;;Fifth Child Secondary: Birthyear
3;v1_vo_kind5_voniveau;;Fifth Child Secondary: Level
3;v1_vo_kind5_voklas;;Fifth Child Secondary: Class
3;v2a_bokind1_v2_col1_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care
3;v2b_bokind1_v2_col1_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_bokind1_v2_col1_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_bokind1_v2_col1_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_bokind1_v2_col1_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school)
3;v2f_bokind1_v2_col1_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school)
3;v2g_bokind1_v2_col1_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school)
3;v2h_bokind1_v2_col1_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_bokind1_v2_col1_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings
3;v2j_bokind1_v2_col1_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_bokind1_v2_col1_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting)
3;v2a_bokind1_v2_col2_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care
3;v2b_bokind1_v2_col2_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_bokind1_v2_col2_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_bokind1_v2_col2_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_bokind1_v2_col2_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school)
3;v2f_bokind1_v2_col2_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school)
3;v2g_bokind1_v2_col2_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school)
3;v2h_bokind1_v2_col2_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_bokind1_v2_col2_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings
3;v2j_bokind1_v2_col2_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0);Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_bokind1_v2_col2_bokind1;if (1 in v0 || 2 in v0 || p_v0__1 = 1 || p_v0__2 = 1) && if (v0a > 0 || p_v0a > 0;Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting)
3;v2a_bokind2_v2_col1_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care
3;v2b_bokind2_v2_col1_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_bokind2_v2_col1_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_bokind2_v2_col1_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_bokind2_v2_col1_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school)
3;v2f_bokind2_v2_col1_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school)
3;v2g_bokind2_v2_col1_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school)
3;v2h_bokind2_v2_col1_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_bokind2_v2_col1_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings
3;v2j_bokind2_v2_col1_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_bokind2_v2_col1_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting)
3;v2a_bokind2_v2_col2_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care
3;v2b_bokind2_v2_col2_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week before the school was closed on March 16: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_bokind2_v2_col2_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week before the school was closed on March 16: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_bokind2_v2_col2_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week before the school was closed on March 16: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_bokind2_v2_col2_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week before the school was closed on March 16: Reading books yourself (not at school)
3;v2f_bokind2_v2_col2_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week before the school was closed on March 16: To be read aloud by an adult (not at school)
3;v2g_bokind2_v2_col2_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities (not at school)
3;v2h_bokind2_v2_col2_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week before the school was closed on March 16: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_bokind2_v2_col2_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week before the school was closed on March 16: Domestic chores/ taking care of younger siblings
3;v2j_bokind2_v2_col2_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week before the school was closed on March 16: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_bokind2_v2_col2_bokind2;if (v0a > 1 || p_v0a > 1);Number of (whole) hours spent in a normal week before the school was closed on March 16: Other activities (e.g. eating, showering, chatting)
3;v2a_bokind3_v2_col1_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week when the school was closed: At School/After-school care
3;v2b_bokind3_v2_col1_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week when the school was closed: Watching television, gaming, smartphone, laptop, computer, etc. (digital activities)
3;v2c_bokind3_v2_col1_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week when the school was closed: Engaged in learning activities, such as doing school and homework, but not at school
3;v2d_bokind3_v2_col1_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week when the school was closed: learning activities, such as school and homework, accompanied by an adult (not at school)
3;v2e_bokind3_v2_col1_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week when the school was closed: Reading books yourself (not at school)
3;v2f_bokind3_v2_col1_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week when the school was closed: To be read aloud by an adult (not at school)
3;v2g_bokind3_v2_col1_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities (not at school)
3;v2h_bokind3_v2_col1_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week when the school was closed: Free play/other indoor and outdoor activities supervised by an adult (not at school)
3;v2i_bokind3_v2_col1_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week when the school was closed: Domestic chores/ taking care of younger siblings
3;v2j_bokind3_v2_col1_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week when the school was closed: Sleep and rest (e.g. also lazing, thinking, being sick, etc.)
3;v2k_bokind3_v2_col1_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week when the school was closed: Other activities (e.g. eating, showering, chatting)
3;v2a_bokind3_v2_col2_bokind3;if (v0a > 2 || p_v0a > 2) ;Number of (whole) hours spent in a normal week before the school was closed on March 16: At School/After-school care
